place,scope,year,kind,hour,crashes,hour_unknown
Española,city,2020,vru,4,0,0
Española,city,2020,vru,5,0,0
Española,city,2020,vru,6,0,0
Española,city,2020,vru,7,0,0
Española,city,2020,vru,8,0,0
Española,city,2020,vru,9,0,0
Española,city,2020,vru,10,0,0
Española,city,2020,vru,11,0,0
Española,city,2020,vru,12,0,0
Española,city,2020,vru,13,0,0
Española,city,2020,vru,14,0,0
Española,city,2020,vru,15,0,0
Española,city,2020,vru,16,0,0
Española,city,2020,vru,17,1,0
Española,city,2020,vru,18,0,0
Española,city,2020,vru,19,1,0
Española,city,2020,vru,20,1,0
Española,city,2020,vru,21,0,0
Española,city,2020,vru,22,0,0
Española,city,2020,vru,23,0,0
Española,city,2021,all,0,7,1
Española,city,2021,all,1,3,1
Española,city,2021,all,2,4,1
Española,city,2021,all,3,2,1
Española,city,2021,all,4,0,1
Española,city,2021,all,5,2,1
Española,city,2021,all,6,8,1
Española,city,2021,all,7,12,1
Española,city,2021,all,8,13,1
Española,city,2021,all,9,14,1
Española,city,2021,all,10,16,1
Española,city,2021,all,11,23,1
Española,city,2021,all,12,29,1
Española,city,2021,all,13,23,1
Española,city,2021,all,14,20,1
Española,city,2021,all,15,25,1
Española,city,2021,all,16,28,1
Española,city,2021,all,17,36,1
Española,city,2021,all,18,18,1
Española,city,2021,all,19,7,1
Española,city,2021,all,20,14,1
Española,city,2021,all,21,10,1
Española,city,2021,all,22,9,1
Española,city,2021,all,23,6,1
Española,city,2021,alcohol,0,2,0
Española,city,2021,alcohol,1,1,0
Española,city,2021,alcohol,2,1,0
Española,city,2021,alcohol,3,0,0
Española,city,2021,alcohol,4,0,0
Española,city,2021,alcohol,5,1,0
Española,city,2021,alcohol,6,0,0
Española,city,2021,alcohol,7,0,0
Española,city,2021,alcohol,8,0,0
Española,city,2021,alcohol,9,0,0
Española,city,2021,alcohol,10,0,0
Española,city,2021,alcohol,11,1,0
Española,city,2021,alcohol,12,0,0
Española,city,2021,alcohol,13,1,0
Española,city,2021,alcohol,14,1,0
Española,city,2021,alcohol,15,1,0
Española,city,2021,alcohol,16,1,0
Española,city,2021,alcohol,17,4,0
Española,city,2021,alcohol,18,0,0
Española,city,2021,alcohol,19,1,0
Española,city,2021,alcohol,20,2,0
Española,city,2021,alcohol,21,2,0
Española,city,2021,alcohol,22,1,0
Española,city,2021,alcohol,23,2,0
Española,city,2021,injury_or_fatal,0,1,0
Española,city,2021,injury_or_fatal,1,2,0
Española,city,2021,injury_or_fatal,2,3,0
Española,city,2021,injury_or_fatal,3,0,0
Española,city,2021,injury_or_fatal,4,0,0
Española,city,2021,injury_or_fatal,5,1,0
Española,city,2021,injury_or_fatal,6,2,0
Española,city,2021,injury_or_fatal,7,5,0
Española,city,2021,injury_or_fatal,8,8,0
Española,city,2021,injury_or_fatal,9,5,0
Española,city,2021,injury_or_fatal,10,4,0
Española,city,2021,injury_or_fatal,11,5,0
Española,city,2021,injury_or_fatal,12,9,0
Española,city,2021,injury_or_fatal,13,9,0
Española,city,2021,injury_or_fatal,14,5,0
Española,city,2021,injury_or_fatal,15,6,0
Española,city,2021,injury_or_fatal,16,7,0
Española,city,2021,injury_or_fatal,17,12,0
Española,city,2021,injury_or_fatal,18,7,0
Española,city,2021,injury_or_fatal,19,1,0
Española,city,2021,injury_or_fatal,20,2,0
Española,city,2021,injury_or_fatal,21,1,0
Española,city,2021,injury_or_fatal,22,2,0
Española,city,2021,injury_or_fatal,23,1,0
Española,city,2021,vru,0,0,0
Española,city,2021,vru,1,0,0
Española,city,2021,vru,2,0,0
Española,city,2021,vru,3,0,0
Española,city,2021,vru,4,0,0
Española,city,2021,vru,5,0,0
Española,city,2021,vru,6,0,0
Española,city,2021,vru,7,0,0
Española,city,2021,vru,8,0,0
Española,city,2021,vru,9,1,0
Española,city,2021,vru,10,0,0
Española,city,2021,vru,11,1,0
Española,city,2021,vru,12,0,0
Española,city,2021,vru,13,0,0
Española,city,2021,vru,14,0,0
Española,city,2021,vru,15,0,0
Española,city,2021,vru,16,0,0
Española,city,2021,vru,17,1,0
Española,city,2021,vru,18,2,0
Española,city,2021,vru,19,1,0
Española,city,2021,vru,20,0,0
Española,city,2021,vru,21,0,0
Española,city,2021,vru,22,0,0
Española,city,2021,vru,23,0,0
Los Alamos,city,2016,all,0,0,0
Los Alamos,city,2016,all,1,2,0
Los Alamos,city,2016,all,2,0,0
Los Alamos,city,2016,all,3,0,0
Los Alamos,city,2016,all,4,0,0
Los Alamos,city,2016,all,5,0,0
Los Alamos,city,2016,all,6,1,0
Los Alamos,city,2016,all,7,10,0
Los Alamos,city,2016,all,8,7,0
Los Alamos,city,2016,all,9,5,0
Los Alamos,city,2016,all,10,7,0
Los Alamos,city,2016,all,11,6,0
Los Alamos,city,2016,all,12,4,0
Los Alamos,city,2016,all,13,2,0
Los Alamos,city,2016,all,14,6,0
Los Alamos,city,2016,all,15,9,0
Los Alamos,city,2016,all,16,8,0
Los Alamos,city,2016,all,17,16,0
Los Alamos,city,2016,all,18,6,0
Los Alamos,city,2016,all,19,2,0
Los Alamos,city,2016,all,20,1,0
Los Alamos,city,2016,all,21,0,0
Los Alamos,city,2016,all,22,0,0
Los Alamos,city,2016,all,23,1,0
Los Alamos,city,2016,alcohol,0,0,0
Los Alamos,city,2016,alcohol,1,2,0
Los Alamos,city,2016,alcohol,2,0,0
Los Alamos,city,2016,alcohol,3,0,0
Los Alamos,city,2016,alcohol,4,0,0
Los Alamos,city,2016,alcohol,5,0,0
Los Alamos,city,2016,alcohol,6,0,0
Los Alamos,city,2016,alcohol,7,0,0
Los Alamos,city,2016,alcohol,8,0,0
Los Alamos,city,2016,alcohol,9,0,0
Los Alamos,city,2016,alcohol,10,0,0
Los Alamos,city,2016,alcohol,11,0,0
Los Alamos,city,2016,alcohol,12,0,0
Los Alamos,city,2016,alcohol,13,0,0
Los Alamos,city,2016,alcohol,14,0,0
Los Alamos,city,2016,alcohol,15,0,0
Los Alamos,city,2016,alcohol,16,0,0
Los Alamos,city,2016,alcohol,17,1,0
Los Alamos,city,2016,alcohol,18,1,0
Los Alamos,city,2016,alcohol,19,0,0
Los Alamos,city,2016,alcohol,20,0,0
Los Alamos,city,2016,alcohol,21,0,0
Los Alamos,city,2016,alcohol,22,0,0
Los Alamos,city,2016,alcohol,23,0,0
Los Alamos,city,2016,injury_or_fatal,0,0,0
Los Alamos,city,2016,injury_or_fatal,1,0,0
Los Alamos,city,2016,injury_or_fatal,2,0,0
Los Alamos,city,2016,injury_or_fatal,3,0,0
Los Alamos,city,2016,injury_or_fatal,4,0,0
Los Alamos,city,2016,injury_or_fatal,5,0,0
Los Alamos,city,2016,injury_or_fatal,6,0,0
Los Alamos,city,2016,injury_or_fatal,7,3,0
Los Alamos,city,2016,injury_or_fatal,8,2,0
Los Alamos,city,2016,injury_or_fatal,9,1,0
Los Alamos,city,2016,injury_or_fatal,10,1,0
Los Alamos,city,2016,injury_or_fatal,11,1,0
Los Alamos,city,2016,injury_or_fatal,12,0,0
Los Alamos,city,2016,injury_or_fatal,13,0,0
Los Alamos,city,2016,injury_or_fatal,14,2,0
Los Alamos,city,2016,injury_or_fatal,15,3,0
Los Alamos,city,2016,injury_or_fatal,16,4,0
Los Alamos,city,2016,injury_or_fatal,17,9,0
Los Alamos,city,2016,injury_or_fatal,18,1,0
Los Alamos,city,2016,injury_or_fatal,19,1,0
Los Alamos,city,2016,injury_or_fatal,20,1,0
Los Alamos,city,2016,injury_or_fatal,21,0,0
Los Alamos,city,2016,injury_or_fatal,22,0,0
Los Alamos,city,2016,injury_or_fatal,23,0,0
Los Alamos,city,2016,vru,0,0,0
Los Alamos,city,2016,vru,1,0,0
Los Alamos,city,2016,vru,2,0,0
Los Alamos,city,2016,vru,3,0,0
Los Alamos,city,2016,vru,4,0,0
Los Alamos,city,2016,vru,5,0,0
Los Alamos,city,2016,vru,6,0,0
Los Alamos,city,2016,vru,7,0,0
Los Alamos,city,2016,vru,8,0,0
Los Alamos,city,2016,vru,9,0,0
Los Alamos,city,2016,vru,10,0,0
Los Alamos,city,2016,vru,11,0,0
Los Alamos,city,2016,vru,12,0,0
Los Alamos,city,2016,vru,13,0,0
Los Alamos,city,2016,vru,14,0,0
Los Alamos,city,2016,vru,15,0,0
Los Alamos,city,2016,vru,16,0,0
Los Alamos,city,2016,vru,17,0,0
Los Alamos,city,2016,vru,18,0,0
Los Alamos,city,2016,vru,19,0,0
Los Alamos,city,2016,vru,20,0,0
Los Alamos,city,2016,vru,21,0,0
Los Alamos,city,2016,vru,22,0,0
Los Alamos,city,2016,vru,23,0,0
Los Alamos,city,2019,all,0,0,0
Los Alamos,city,2019,all,1,0,0
Los Alamos,city,2019,all,2,0,0
Los Alamos,city,2019,all,3,2,0
Los Alamos,city,2019,all,4,0,0
Los Alamos,city,2019,all,5,0,0
Los Alamos,city,2019,all,6,2,0
Los Alamos,city,2019,all,7,10,0
Los Alamos,city,2019,all,8,5,0
Los Alamos,city,2019,all,9,8,0
Los Alamos,city,2019,all,10,3,0
Los Alamos,city,2019,all,11,10,0
Los Alamos,city,2019,all,12,7,0
Los Alamos,city,2019,all,13,2,0
Los Alamos,city,2019,all,14,5,0
Los Alamos,city,2019,all,15,8,0
Los Alamos,city,2019,all,16,6,0
Los Alamos,city,2019,all,17,11,0
Los Alamos,city,2019,all,18,7,0
Los Alamos,city,2019,all,19,5,0
Los Alamos,city,2019,all,20,2,0
Los Alamos,city,2019,all,21,2,0
Los Alamos,city,2019,all,22,0,0
Los Alamos,city,2019,all,23,1,0
Los Alamos,city,2019,alcohol,0,0,0
Los Alamos,city,2019,alcohol,1,0,0
Los Alamos,city,2019,alcohol,2,0,0
Los Alamos,city,2019,alcohol,3,0,0
Los Alamos,city,2019,alcohol,4,0,0
Los Alamos,city,2019,alcohol,5,0,0
Los Alamos,city,2019,alcohol,6,0,0
Los Alamos,city,2019,alcohol,7,0,0
Los Alamos,city,2019,alcohol,8,0,0
Los Alamos,city,2019,alcohol,9,0,0
Los Alamos,city,2019,alcohol,10,0,0
Los Alamos,city,2019,alcohol,11,0,0
Los Alamos,city,2019,alcohol,12,0,0
Los Alamos,city,2019,alcohol,13,0,0
Los Alamos,city,2019,alcohol,14,0,0
Los Alamos,city,2019,alcohol,15,0,0
Los Alamos,city,2019,alcohol,16,0,0
Los Alamos,city,2019,alcohol,17,1,0
Los Alamos,city,2019,alcohol,18,0,0
Los Alamos,city,2019,alcohol,19,0,0
Los Alamos,city,2019,alcohol,20,0,0
Los Alamos,city,2019,alcohol,21,1,0
Los Alamos,city,2019,alcohol,22,0,0
Los Alamos,city,2019,alcohol,23,1,0
Los Alamos,city,2019,injury_or_fatal,0,0,0
Los Alamos,city,2019,injury_or_fatal,1,0,0
Los Alamos,city,2019,injury_or_fatal,2,0,0
Los Alamos,city,2019,injury_or_fatal,3,2,0
Los Alamos,city,2019,injury_or_fatal,4,0,0
Los Alamos,city,2019,injury_or_fatal,5,0,0
Los Alamos,city,2019,injury_or_fatal,6,0,0
Los Alamos,city,2019,injury_or_fatal,7,6,0
Los Alamos,city,2019,injury_or_fatal,8,2,0
Los Alamos,city,2019,injury_or_fatal,9,1,0
Los Alamos,city,2019,injury_or_fatal,10,0,0
Los Alamos,city,2019,injury_or_fatal,11,2,0
Los Alamos,city,2019,injury_or_fatal,12,3,0
Los Alamos,city,2019,injury_or_fatal,13,1,0
Los Alamos,city,2019,injury_or_fatal,14,1,0
Los Alamos,city,2019,injury_or_fatal,15,2,0
Los Alamos,city,2019,injury_or_fatal,16,2,0
Los Alamos,city,2019,injury_or_fatal,17,4,0
Los Alamos,city,2019,injury_or_fatal,18,4,0
Los Alamos,city,2019,injury_or_fatal,19,1,0
Los Alamos,city,2019,injury_or_fatal,20,0,0
Los Alamos,city,2019,injury_or_fatal,21,1,0
Los Alamos,city,2019,injury_or_fatal,22,0,0
Los Alamos,city,2019,injury_or_fatal,23,1,0
Los Alamos,city,2019,vru,0,0,0
Los Alamos,city,2019,vru,1,0,0
Los Alamos,city,2019,vru,2,0,0
Los Alamos,city,2019,vru,3,0,0
Los Alamos,city,2019,vru,4,0,0
Los Alamos,city,2019,vru,5,0,0
Los Alamos,city,2019,vru,6,0,0
Los Alamos,city,2019,vru,7,1,0
Los Alamos,city,2019,vru,8,0,0
Los Alamos,city,2019,vru,9,0,0
Los Alamos,city,2019,vru,10,0,0
Los Alamos,city,2019,vru,11,0,0
Los Alamos,city,2019,vru,12,0,0
Los Alamos,city,2019,vru,13,0,0
Los Alamos,city,2019,vru,14,0,0
Los Alamos,city,2019,vru,15,0,0
Los Alamos,city,2019,vru,16,0,0
Los Alamos,city,2019,vru,17,1,0
Los Alamos,city,2019,vru,18,1,0
Los Alamos,city,2019,vru,19,0,0
Los Alamos,city,2019,vru,20,0,0
Los Alamos,city,2019,vru,21,0,0
Los Alamos,city,2019,vru,22,0,0
Los Alamos,city,2019,vru,23,0,0
Los Alamos,city,2020,all,0,1,0
Los Alamos,city,2020,all,1,2,0
Los Alamos,city,2020,all,2,0,0
Los Alamos,city,2020,all,3,0,0
Los Alamos,city,2020,all,4,0,0
Los Alamos,city,2020,all,5,0,0
Los Alamos,city,2020,all,6,1,0
Los Alamos,city,2020,all,7,8,0
Los Alamos,city,2020,all,8,1,0
Los Alamos,city,2020,all,9,6,0
Los Alamos,city,2020,all,10,5,0
Los Alamos,city,2020,all,11,0,0
Los Alamos,city,2020,all,12,6,0
Los Alamos,city,2020,all,13,6,0
Los Alamos,city,2020,all,14,0,0
Los Alamos,city,2020,all,15,10,0
Los Alamos,city,2020,all,16,5,0
Los Alamos,city,2020,all,17,9,0
Los Alamos,city,2020,all,18,3,0
Los Alamos,city,2020,all,19,2,0
Los Alamos,city,2020,all,20,2,0
Los Alamos,city,2020,all,21,3,0
Los Alamos,city,2020,all,22,2,0
Los Alamos,city,2020,all,23,0,0
Los Alamos,city,2020,alcohol,0,0,0
Los Alamos,city,2020,alcohol,1,2,0
Los Alamos,city,2020,alcohol,2,0,0
Los Alamos,city,2020,alcohol,3,0,0
Los Alamos,city,2020,alcohol,4,0,0
Los Alamos,city,2020,alcohol,5,0,0
Los Alamos,city,2020,alcohol,6,0,0
Los Alamos,city,2020,alcohol,7,0,0
Los Alamos,city,2020,alcohol,8,0,0
Los Alamos,city,2020,alcohol,9,0,0
Los Alamos,city,2020,alcohol,10,1,0
Los Alamos,city,2020,alcohol,11,0,0
Los Alamos,city,2020,alcohol,12,0,0
Los Alamos,city,2020,alcohol,13,0,0
Los Alamos,city,2020,alcohol,14,0,0
Los Alamos,city,2020,alcohol,15,0,0
Los Alamos,city,2020,alcohol,16,0,0
Los Alamos,city,2020,alcohol,17,0,0
Los Alamos,city,2020,alcohol,18,0,0
Los Alamos,city,2020,alcohol,19,1,0
Los Alamos,city,2020,alcohol,20,0,0
Los Alamos,city,2020,alcohol,21,0,0
Los Alamos,city,2020,alcohol,22,0,0
Los Alamos,city,2020,alcohol,23,0,0
Los Alamos,city,2020,injury_or_fatal,0,0,0
Los Alamos,city,2020,injury_or_fatal,1,0,0
Los Alamos,city,2020,injury_or_fatal,2,0,0
Los Alamos,city,2020,injury_or_fatal,3,0,0
Los Alamos,city,2020,injury_or_fatal,4,0,0
Los Alamos,city,2020,injury_or_fatal,5,0,0
Los Alamos,city,2020,injury_or_fatal,6,0,0
Los Alamos,city,2020,injury_or_fatal,7,2,0
Los Alamos,city,2020,injury_or_fatal,8,1,0
Los Alamos,city,2020,injury_or_fatal,9,2,0
Los Alamos,city,2020,injury_or_fatal,10,0,0
Los Alamos,city,2020,injury_or_fatal,11,0,0
Los Alamos,city,2020,injury_or_fatal,12,2,0
Los Alamos,city,2020,injury_or_fatal,13,2,0
Los Alamos,city,2020,injury_or_fatal,14,0,0
Los Alamos,city,2020,injury_or_fatal,15,1,0
Los Alamos,city,2020,injury_or_fatal,16,0,0
Los Alamos,city,2020,injury_or_fatal,17,3,0
Los Alamos,city,2020,injury_or_fatal,18,2,0
Los Alamos,city,2020,injury_or_fatal,19,0,0
Los Alamos,city,2020,injury_or_fatal,20,0,0
Los Alamos,city,2020,injury_or_fatal,21,3,0
Los Alamos,city,2020,injury_or_fatal,22,0,0
Los Alamos,city,2020,injury_or_fatal,23,0,0
Los Alamos,city,2020,vru,0,0,0
Los Alamos,city,2020,vru,1,0,0
Los Alamos,city,2020,vru,2,0,0
Los Alamos,city,2020,vru,3,0,0
Los Alamos,city,2020,vru,4,0,0
Los Alamos,city,2020,vru,5,0,0
Los Alamos,city,2020,vru,6,0,0
Los Alamos,city,2020,vru,7,1,0
Los Alamos,city,2020,vru,8,0,0
Los Alamos,city,2020,vru,9,0,0
Los Alamos,city,2020,vru,10,0,0
Los Alamos,city,2020,vru,11,0,0
Los Alamos,city,2020,vru,12,0,0
Los Alamos,city,2020,vru,13,0,0
Los Alamos,city,2020,vru,14,0,0
Los Alamos,city,2020,vru,15,0,0
Los Alamos,city,2020,vru,16,0,0
Los Alamos,city,2020,vru,17,0,0
Los Alamos,city,2020,vru,18,0,0
Los Alamos,city,2020,vru,19,0,0
Los Alamos,city,2020,vru,20,0,0
Los Alamos,city,2020,vru,21,0,0
Los Alamos,city,2020,vru,22,0,0
Los Alamos,city,2020,vru,23,0,0
Los Alamos,city,2021,all,0,0,0
Los Alamos,city,2021,all,1,1,0
Los Alamos,city,2021,all,2,0,0
Los Alamos,city,2021,all,3,1,0
Los Alamos,city,2021,all,4,0,0
Los Alamos,city,2021,all,5,0,0
Los Alamos,city,2021,all,6,2,0
Los Alamos,city,2021,all,7,6,0
Los Alamos,city,2021,all,8,2,0
Los Alamos,city,2021,all,9,4,0
Los Alamos,city,2021,all,10,3,0
Los Alamos,city,2021,all,11,10,0
Los Alamos,city,2021,all,12,8,0
Los Alamos,city,2021,all,13,3,0
Los Alamos,city,2021,all,14,4,0
Los Alamos,city,2021,all,15,9,0
Los Alamos,city,2021,all,16,1,0
Los Alamos,city,2021,all,17,3,0
Los Alamos,city,2021,all,18,3,0
Los Alamos,city,2021,all,19,2,0
Los Alamos,city,2021,all,20,4,0
Los Alamos,city,2021,all,21,0,0
Los Alamos,city,2021,all,22,0,0
Los Alamos,city,2021,all,23,1,0
Los Alamos,city,2021,alcohol,0,0,0
Los Alamos,city,2021,alcohol,1,0,0
Los Alamos,city,2021,alcohol,2,0,0
Los Alamos,city,2021,alcohol,3,0,0
Los Alamos,city,2021,alcohol,4,0,0
Los Alamos,city,2021,alcohol,5,0,0
Los Alamos,city,2021,alcohol,6,0,0
Los Alamos,city,2021,alcohol,7,0,0
Los Alamos,city,2021,alcohol,8,0,0
Los Alamos,city,2021,alcohol,9,0,0
Los Alamos,city,2021,alcohol,10,0,0
Los Alamos,city,2021,alcohol,11,1,0
Los Alamos,city,2021,alcohol,12,0,0
Los Alamos,city,2021,alcohol,13,0,0
Los Alamos,city,2021,alcohol,14,0,0
Los Alamos,city,2021,alcohol,15,0,0
Los Alamos,city,2021,alcohol,16,0,0
Los Alamos,city,2021,alcohol,17,0,0
Los Alamos,city,2021,alcohol,18,1,0
Los Alamos,city,2021,alcohol,19,0,0
Los Alamos,city,2021,alcohol,20,0,0
Los Alamos,city,2021,alcohol,21,0,0
Los Alamos,city,2021,alcohol,22,0,0
Los Alamos,city,2021,alcohol,23,1,0
Los Alamos,city,2021,injury_or_fatal,0,0,0
Los Alamos,city,2021,injury_or_fatal,1,1,0
Los Alamos,city,2021,injury_or_fatal,2,0,0
Los Alamos,city,2021,injury_or_fatal,3,1,0
Los Alamos,city,2021,injury_or_fatal,4,0,0
Los Alamos,city,2021,injury_or_fatal,5,0,0
Los Alamos,city,2021,injury_or_fatal,6,0,0
Los Alamos,city,2021,injury_or_fatal,7,2,0
Los Alamos,city,2021,injury_or_fatal,8,1,0
Los Alamos,city,2021,injury_or_fatal,9,0,0
Los Alamos,city,2021,injury_or_fatal,10,0,0
Los Alamos,city,2021,injury_or_fatal,11,2,0
Los Alamos,city,2021,injury_or_fatal,12,2,0
Los Alamos,city,2021,injury_or_fatal,13,2,0
Los Alamos,city,2021,injury_or_fatal,14,1,0
Los Alamos,city,2021,injury_or_fatal,15,3,0
Los Alamos,city,2021,injury_or_fatal,16,1,0
Los Alamos,city,2021,injury_or_fatal,17,2,0
Los Alamos,city,2021,injury_or_fatal,18,2,0
Los Alamos,city,2021,injury_or_fatal,19,0,0
Los Alamos,city,2021,injury_or_fatal,20,2,0
Los Alamos,city,2021,injury_or_fatal,21,0,0
Los Alamos,city,2021,injury_or_fatal,22,0,0
Los Alamos,city,2021,injury_or_fatal,23,1,0
Los Alamos,city,2021,vru,0,0,0
Los Alamos,city,2021,vru,1,0,0
Los Alamos,city,2021,vru,2,0,0
Los Alamos,city,2021,vru,3,0,0
Los Alamos,city,2021,vru,4,0,0
Los Alamos,city,2021,vru,5,0,0
Los Alamos,city,2021,vru,6,0,0
Los Alamos,city,2021,vru,7,1,0
Los Alamos,city,2021,vru,8,0,0
Los Alamos,city,2021,vru,9,0,0
Los Alamos,city,2021,vru,10,0,0
Los Alamos,city,2021,vru,11,1,0
Los Alamos,city,2021,vru,12,0,0
Los Alamos,city,2021,vru,13,1,0
Los Alamos,city,2021,vru,14,0,0
Los Alamos,city,2021,vru,15,0,0
Los Alamos,city,2021,vru,16,0,0
Los Alamos,city,2021,vru,17,0,0
Los Alamos,city,2021,vru,18,1,0
Los Alamos,city,2021,vru,19,0,0
Los Alamos,city,2021,vru,20,1,0
Los Alamos,city,2021,vru,21,0,0
Los Alamos,city,2021,vru,22,0,0
Los Alamos,city,2021,vru,23,0,0
