place,scope,year,kind,hour,crashes,hour_unknown
Santa Fe County,county,2016,all,0,31,7
Santa Fe County,county,2016,all,1,29,7
Santa Fe County,county,2016,all,2,25,7
Santa Fe County,county,2016,all,3,19,7
Santa Fe County,county,2016,all,4,14,7
Santa Fe County,county,2016,all,5,21,7
Santa Fe County,county,2016,all,6,49,7
Santa Fe County,county,2016,all,7,168,7
Santa Fe County,county,2016,all,8,204,7
Santa Fe County,county,2016,all,9,166,7
Santa Fe County,county,2016,all,10,168,7
Santa Fe County,county,2016,all,11,148,7
Santa Fe County,county,2016,all,12,229,7
Santa Fe County,county,2016,all,13,238,7
Santa Fe County,county,2016,all,14,229,7
Santa Fe County,county,2016,all,15,254,7
Santa Fe County,county,2016,all,16,295,7
Santa Fe County,county,2016,all,17,302,7
Santa Fe County,county,2016,all,18,164,7
Santa Fe County,county,2016,all,19,117,7
Santa Fe County,county,2016,all,20,92,7
Santa Fe County,county,2016,all,21,87,7
Santa Fe County,county,2016,all,22,68,7
Santa Fe County,county,2016,all,23,48,7
Santa Fe County,county,2016,alcohol,0,13,3
Santa Fe County,county,2016,alcohol,1,9,3
Santa Fe County,county,2016,alcohol,2,10,3
Santa Fe County,county,2016,alcohol,3,6,3
Santa Fe County,county,2016,alcohol,4,2,3
Santa Fe County,county,2016,alcohol,5,2,3
Santa Fe County,county,2016,alcohol,6,3,3
Santa Fe County,county,2016,alcohol,7,2,3
Santa Fe County,county,2016,alcohol,8,0,3
Santa Fe County,county,2016,alcohol,9,1,3
Santa Fe County,county,2016,alcohol,10,2,3
Santa Fe County,county,2016,alcohol,11,1,3
Santa Fe County,county,2016,alcohol,12,2,3
Santa Fe County,county,2016,alcohol,13,7,3
Santa Fe County,county,2016,alcohol,14,9,3
Santa Fe County,county,2016,alcohol,15,9,3
Santa Fe County,county,2016,alcohol,16,14,3
Santa Fe County,county,2016,alcohol,17,9,3
Santa Fe County,county,2016,alcohol,18,12,3
Santa Fe County,county,2016,alcohol,19,8,3
Santa Fe County,county,2016,alcohol,20,4,3
Santa Fe County,county,2016,alcohol,21,14,3
Santa Fe County,county,2016,alcohol,22,23,3
Santa Fe County,county,2016,alcohol,23,14,3
Santa Fe County,county,2016,injury_or_fatal,0,11,0
Santa Fe County,county,2016,injury_or_fatal,1,7,0
Santa Fe County,county,2016,injury_or_fatal,2,9,0
Santa Fe County,county,2016,injury_or_fatal,3,3,0
Santa Fe County,county,2016,injury_or_fatal,4,6,0
Santa Fe County,county,2016,injury_or_fatal,5,10,0
Santa Fe County,county,2016,injury_or_fatal,6,12,0
Santa Fe County,county,2016,injury_or_fatal,7,62,0
Santa Fe County,county,2016,injury_or_fatal,8,73,0
Santa Fe County,county,2016,injury_or_fatal,9,56,0
Santa Fe County,county,2016,injury_or_fatal,10,48,0
Santa Fe County,county,2016,injury_or_fatal,11,50,0
Santa Fe County,county,2016,injury_or_fatal,12,85,0
Santa Fe County,county,2016,injury_or_fatal,13,87,0
Santa Fe County,county,2016,injury_or_fatal,14,84,0
Santa Fe County,county,2016,injury_or_fatal,15,83,0
Santa Fe County,county,2016,injury_or_fatal,16,112,0
Santa Fe County,county,2016,injury_or_fatal,17,108,0
Santa Fe County,county,2016,injury_or_fatal,18,54,0
Santa Fe County,county,2016,injury_or_fatal,19,35,0
Santa Fe County,county,2016,injury_or_fatal,20,31,0
Santa Fe County,county,2016,injury_or_fatal,21,31,0
Santa Fe County,county,2016,injury_or_fatal,22,25,0
Santa Fe County,county,2016,injury_or_fatal,23,16,0
Santa Fe County,county,2016,vru,0,0,0
Santa Fe County,county,2016,vru,1,0,0
Santa Fe County,county,2016,vru,2,0,0
Santa Fe County,county,2016,vru,3,0,0
Santa Fe County,county,2016,vru,4,0,0
Santa Fe County,county,2016,vru,5,0,0
Santa Fe County,county,2016,vru,6,2,0
Santa Fe County,county,2016,vru,7,5,0
Santa Fe County,county,2016,vru,8,4,0
Santa Fe County,county,2016,vru,9,1,0
Santa Fe County,county,2016,vru,10,5,0
Santa Fe County,county,2016,vru,11,3,0
Santa Fe County,county,2016,vru,12,4,0
Santa Fe County,county,2016,vru,13,4,0
Santa Fe County,county,2016,vru,14,4,0
Santa Fe County,county,2016,vru,15,3,0
Santa Fe County,county,2016,vru,16,7,0
Santa Fe County,county,2016,vru,17,6,0
Santa Fe County,county,2016,vru,18,2,0
Santa Fe County,county,2016,vru,19,6,0
Santa Fe County,county,2016,vru,20,3,0
Santa Fe County,county,2016,vru,21,4,0
Santa Fe County,county,2016,vru,22,3,0
Santa Fe County,county,2016,vru,23,2,0
Santa Fe County,county,2016,dwi_arrests,0,75,82
Santa Fe County,county,2016,dwi_arrests,1,71,82
Santa Fe County,county,2016,dwi_arrests,2,58,82
Santa Fe County,county,2016,dwi_arrests,3,47,82
Santa Fe County,county,2016,dwi_arrests,4,14,82
Santa Fe County,county,2016,dwi_arrests,5,12,82
Santa Fe County,county,2016,dwi_arrests,6,8,82
Santa Fe County,county,2016,dwi_arrests,7,7,82
Santa Fe County,county,2016,dwi_arrests,8,3,82
Santa Fe County,county,2016,dwi_arrests,9,4,82
Santa Fe County,county,2016,dwi_arrests,10,4,82
Santa Fe County,county,2016,dwi_arrests,11,6,82
Santa Fe County,county,2016,dwi_arrests,12,11,82
Santa Fe County,county,2016,dwi_arrests,13,12,82
Santa Fe County,county,2016,dwi_arrests,14,17,82
Santa Fe County,county,2016,dwi_arrests,15,12,82
Santa Fe County,county,2016,dwi_arrests,16,21,82
Santa Fe County,county,2016,dwi_arrests,17,26,82
Santa Fe County,county,2016,dwi_arrests,18,27,82
Santa Fe County,county,2016,dwi_arrests,19,34,82
Santa Fe County,county,2016,dwi_arrests,20,35,82
Santa Fe County,county,2016,dwi_arrests,21,59,82
Santa Fe County,county,2016,dwi_arrests,22,46,82
Santa Fe County,county,2016,dwi_arrests,23,73,82
Santa Fe County,county,2019,all,0,43,4
Santa Fe County,county,2019,all,1,28,4
Santa Fe County,county,2019,all,2,29,4
Santa Fe County,county,2019,all,3,25,4
Santa Fe County,county,2019,all,4,32,4
Santa Fe County,county,2019,all,5,27,4
Santa Fe County,county,2019,all,6,64,4
Santa Fe County,county,2019,all,7,215,4
Santa Fe County,county,2019,all,8,209,4
Santa Fe County,county,2019,all,9,166,4
Santa Fe County,county,2019,all,10,196,4
Santa Fe County,county,2019,all,11,180,4
Santa Fe County,county,2019,all,12,217,4
Santa Fe County,county,2019,all,13,218,4
Santa Fe County,county,2019,all,14,223,4
Santa Fe County,county,2019,all,15,243,4
Santa Fe County,county,2019,all,16,327,4
Santa Fe County,county,2019,all,17,336,4
Santa Fe County,county,2019,all,18,167,4
Santa Fe County,county,2019,all,19,112,4
Santa Fe County,county,2019,all,20,114,4
Santa Fe County,county,2019,all,21,110,4
Santa Fe County,county,2019,all,22,70,4
Santa Fe County,county,2019,all,23,51,4
Santa Fe County,county,2019,alcohol,0,10,0
Santa Fe County,county,2019,alcohol,1,12,0
Santa Fe County,county,2019,alcohol,2,11,0
Santa Fe County,county,2019,alcohol,3,7,0
Santa Fe County,county,2019,alcohol,4,6,0
Santa Fe County,county,2019,alcohol,5,2,0
Santa Fe County,county,2019,alcohol,6,5,0
Santa Fe County,county,2019,alcohol,7,4,0
Santa Fe County,county,2019,alcohol,8,0,0
Santa Fe County,county,2019,alcohol,9,1,0
Santa Fe County,county,2019,alcohol,10,1,0
Santa Fe County,county,2019,alcohol,11,2,0
Santa Fe County,county,2019,alcohol,12,2,0
Santa Fe County,county,2019,alcohol,13,4,0
Santa Fe County,county,2019,alcohol,14,7,0
Santa Fe County,county,2019,alcohol,15,7,0
Santa Fe County,county,2019,alcohol,16,9,0
Santa Fe County,county,2019,alcohol,17,12,0
Santa Fe County,county,2019,alcohol,18,12,0
Santa Fe County,county,2019,alcohol,19,15,0
Santa Fe County,county,2019,alcohol,20,14,0
Santa Fe County,county,2019,alcohol,21,21,0
Santa Fe County,county,2019,alcohol,22,17,0
Santa Fe County,county,2019,alcohol,23,13,0
Santa Fe County,county,2019,injury_or_fatal,0,16,0
Santa Fe County,county,2019,injury_or_fatal,1,13,0
Santa Fe County,county,2019,injury_or_fatal,2,9,0
Santa Fe County,county,2019,injury_or_fatal,3,11,0
Santa Fe County,county,2019,injury_or_fatal,4,12,0
Santa Fe County,county,2019,injury_or_fatal,5,7,0
Santa Fe County,county,2019,injury_or_fatal,6,22,0
Santa Fe County,county,2019,injury_or_fatal,7,75,0
Santa Fe County,county,2019,injury_or_fatal,8,59,0
Santa Fe County,county,2019,injury_or_fatal,9,52,0
Santa Fe County,county,2019,injury_or_fatal,10,61,0
Santa Fe County,county,2019,injury_or_fatal,11,59,0
Santa Fe County,county,2019,injury_or_fatal,12,67,0
Santa Fe County,county,2019,injury_or_fatal,13,67,0
Santa Fe County,county,2019,injury_or_fatal,14,80,0
Santa Fe County,county,2019,injury_or_fatal,15,92,0
Santa Fe County,county,2019,injury_or_fatal,16,100,0
Santa Fe County,county,2019,injury_or_fatal,17,113,0
Santa Fe County,county,2019,injury_or_fatal,18,50,0
Santa Fe County,county,2019,injury_or_fatal,19,41,0
Santa Fe County,county,2019,injury_or_fatal,20,51,0
Santa Fe County,county,2019,injury_or_fatal,21,37,0
Santa Fe County,county,2019,injury_or_fatal,22,20,0
Santa Fe County,county,2019,injury_or_fatal,23,16,0
Santa Fe County,county,2019,vru,0,1,0
Santa Fe County,county,2019,vru,1,1,0
Santa Fe County,county,2019,vru,2,0,0
Santa Fe County,county,2019,vru,3,0,0
Santa Fe County,county,2019,vru,4,1,0
Santa Fe County,county,2019,vru,5,0,0
Santa Fe County,county,2019,vru,6,1,0
Santa Fe County,county,2019,vru,7,3,0
Santa Fe County,county,2019,vru,8,1,0
Santa Fe County,county,2019,vru,9,2,0
Santa Fe County,county,2019,vru,10,2,0
Santa Fe County,county,2019,vru,11,3,0
Santa Fe County,county,2019,vru,12,6,0
Santa Fe County,county,2019,vru,13,4,0
Santa Fe County,county,2019,vru,14,7,0
Santa Fe County,county,2019,vru,15,4,0
Santa Fe County,county,2019,vru,16,7,0
Santa Fe County,county,2019,vru,17,6,0
Santa Fe County,county,2019,vru,18,7,0
Santa Fe County,county,2019,vru,19,3,0
Santa Fe County,county,2019,vru,20,3,0
Santa Fe County,county,2019,vru,21,5,0
Santa Fe County,county,2019,vru,22,1,0
Santa Fe County,county,2019,vru,23,1,0
Santa Fe County,county,2019,dwi_arrests,0,67,145
Santa Fe County,county,2019,dwi_arrests,1,73,145
Santa Fe County,county,2019,dwi_arrests,2,78,145
Santa Fe County,county,2019,dwi_arrests,3,38,145
Santa Fe County,county,2019,dwi_arrests,4,23,145
Santa Fe County,county,2019,dwi_arrests,5,15,145
Santa Fe County,county,2019,dwi_arrests,6,3,145
Santa Fe County,county,2019,dwi_arrests,7,10,145
Santa Fe County,county,2019,dwi_arrests,8,6,145
Santa Fe County,county,2019,dwi_arrests,9,3,145
Santa Fe County,county,2019,dwi_arrests,10,9,145
Santa Fe County,county,2019,dwi_arrests,11,5,145
Santa Fe County,county,2019,dwi_arrests,12,5,145
Santa Fe County,county,2019,dwi_arrests,13,10,145
Santa Fe County,county,2019,dwi_arrests,14,14,145
Santa Fe County,county,2019,dwi_arrests,15,9,145
Santa Fe County,county,2019,dwi_arrests,16,18,145
Santa Fe County,county,2019,dwi_arrests,17,35,145
Santa Fe County,county,2019,dwi_arrests,18,31,145
Santa Fe County,county,2019,dwi_arrests,19,31,145
Santa Fe County,county,2019,dwi_arrests,20,48,145
Santa Fe County,county,2019,dwi_arrests,21,45,145
Santa Fe County,county,2019,dwi_arrests,22,58,145
Santa Fe County,county,2019,dwi_arrests,23,73,145
Santa Fe County,county,2020,all,0,26,2
Santa Fe County,county,2020,all,1,23,2
Santa Fe County,county,2020,all,2,18,2
Santa Fe County,county,2020,all,3,16,2
Santa Fe County,county,2020,all,4,21,2
Santa Fe County,county,2020,all,5,35,2
Santa Fe County,county,2020,all,6,51,2
Santa Fe County,county,2020,all,7,115,2
Santa Fe County,county,2020,all,8,142,2
Santa Fe County,county,2020,all,9,113,2
Santa Fe County,county,2020,all,10,142,2
Santa Fe County,county,2020,all,11,158,2
Santa Fe County,county,2020,all,12,146,2
Santa Fe County,county,2020,all,13,182,2
Santa Fe County,county,2020,all,14,163,2
Santa Fe County,county,2020,all,15,181,2
Santa Fe County,county,2020,all,16,205,2
Santa Fe County,county,2020,all,17,207,2
Santa Fe County,county,2020,all,18,124,2
Santa Fe County,county,2020,all,19,98,2
Santa Fe County,county,2020,all,20,94,2
Santa Fe County,county,2020,all,21,66,2
Santa Fe County,county,2020,all,22,55,2
Santa Fe County,county,2020,all,23,45,2
Santa Fe County,county,2020,alcohol,0,10,0
Santa Fe County,county,2020,alcohol,1,7,0
Santa Fe County,county,2020,alcohol,2,4,0
Santa Fe County,county,2020,alcohol,3,6,0
Santa Fe County,county,2020,alcohol,4,2,0
Santa Fe County,county,2020,alcohol,5,0,0
Santa Fe County,county,2020,alcohol,6,2,0
Santa Fe County,county,2020,alcohol,7,3,0
Santa Fe County,county,2020,alcohol,8,3,0
Santa Fe County,county,2020,alcohol,9,1,0
Santa Fe County,county,2020,alcohol,10,3,0
Santa Fe County,county,2020,alcohol,11,4,0
Santa Fe County,county,2020,alcohol,12,6,0
Santa Fe County,county,2020,alcohol,13,2,0
Santa Fe County,county,2020,alcohol,14,4,0
Santa Fe County,county,2020,alcohol,15,3,0
Santa Fe County,county,2020,alcohol,16,4,0
Santa Fe County,county,2020,alcohol,17,12,0
Santa Fe County,county,2020,alcohol,18,9,0
Santa Fe County,county,2020,alcohol,19,7,0
Santa Fe County,county,2020,alcohol,20,17,0
Santa Fe County,county,2020,alcohol,21,11,0
Santa Fe County,county,2020,alcohol,22,11,0
Santa Fe County,county,2020,alcohol,23,13,0
Santa Fe County,county,2020,injury_or_fatal,0,8,0
Santa Fe County,county,2020,injury_or_fatal,1,8,0
Santa Fe County,county,2020,injury_or_fatal,2,7,0
Santa Fe County,county,2020,injury_or_fatal,3,5,0
Santa Fe County,county,2020,injury_or_fatal,4,6,0
Santa Fe County,county,2020,injury_or_fatal,5,10,0
Santa Fe County,county,2020,injury_or_fatal,6,16,0
Santa Fe County,county,2020,injury_or_fatal,7,42,0
Santa Fe County,county,2020,injury_or_fatal,8,37,0
Santa Fe County,county,2020,injury_or_fatal,9,28,0
Santa Fe County,county,2020,injury_or_fatal,10,55,0
Santa Fe County,county,2020,injury_or_fatal,11,50,0
Santa Fe County,county,2020,injury_or_fatal,12,53,0
Santa Fe County,county,2020,injury_or_fatal,13,58,0
Santa Fe County,county,2020,injury_or_fatal,14,64,0
Santa Fe County,county,2020,injury_or_fatal,15,64,0
Santa Fe County,county,2020,injury_or_fatal,16,59,0
Santa Fe County,county,2020,injury_or_fatal,17,80,0
Santa Fe County,county,2020,injury_or_fatal,18,50,0
Santa Fe County,county,2020,injury_or_fatal,19,40,0
Santa Fe County,county,2020,injury_or_fatal,20,37,0
Santa Fe County,county,2020,injury_or_fatal,21,30,0
Santa Fe County,county,2020,injury_or_fatal,22,27,0
Santa Fe County,county,2020,injury_or_fatal,23,14,0
Santa Fe County,county,2020,vru,0,1,0
Santa Fe County,county,2020,vru,1,0,0
Santa Fe County,county,2020,vru,2,0,0
Santa Fe County,county,2020,vru,3,0,0
Santa Fe County,county,2020,vru,4,0,0
Santa Fe County,county,2020,vru,5,0,0
Santa Fe County,county,2020,vru,6,1,0
Santa Fe County,county,2020,vru,7,2,0
Santa Fe County,county,2020,vru,8,2,0
Santa Fe County,county,2020,vru,9,4,0
Santa Fe County,county,2020,vru,10,1,0
Santa Fe County,county,2020,vru,11,2,0
Santa Fe County,county,2020,vru,12,1,0
Santa Fe County,county,2020,vru,13,5,0
Santa Fe County,county,2020,vru,14,5,0
Santa Fe County,county,2020,vru,15,2,0
Santa Fe County,county,2020,vru,16,3,0
Santa Fe County,county,2020,vru,17,6,0
Santa Fe County,county,2020,vru,18,7,0
Santa Fe County,county,2020,vru,19,3,0
Santa Fe County,county,2020,vru,20,2,0
Santa Fe County,county,2020,vru,21,8,0
Santa Fe County,county,2020,vru,22,1,0
Santa Fe County,county,2020,vru,23,1,0
Santa Fe County,county,2020,dwi_arrests,0,74,115
Santa Fe County,county,2020,dwi_arrests,1,35,115
Santa Fe County,county,2020,dwi_arrests,2,34,115
Santa Fe County,county,2020,dwi_arrests,3,13,115
Santa Fe County,county,2020,dwi_arrests,4,12,115
Santa Fe County,county,2020,dwi_arrests,5,7,115
Santa Fe County,county,2020,dwi_arrests,6,9,115
Santa Fe County,county,2020,dwi_arrests,7,7,115
Santa Fe County,county,2020,dwi_arrests,8,0,115
Santa Fe County,county,2020,dwi_arrests,9,7,115
Santa Fe County,county,2020,dwi_arrests,10,5,115
Santa Fe County,county,2020,dwi_arrests,11,7,115
Santa Fe County,county,2020,dwi_arrests,12,5,115
Santa Fe County,county,2020,dwi_arrests,13,8,115
Santa Fe County,county,2020,dwi_arrests,14,8,115
Santa Fe County,county,2020,dwi_arrests,15,15,115
Santa Fe County,county,2020,dwi_arrests,16,16,115
Santa Fe County,county,2020,dwi_arrests,17,16,115
Santa Fe County,county,2020,dwi_arrests,18,18,115
Santa Fe County,county,2020,dwi_arrests,19,25,115
Santa Fe County,county,2020,dwi_arrests,20,42,115
Santa Fe County,county,2020,dwi_arrests,21,38,115
Santa Fe County,county,2020,dwi_arrests,22,51,115
Santa Fe County,county,2020,dwi_arrests,23,56,115
Santa Fe County,county,2021,all,0,33,2
Santa Fe County,county,2021,all,1,29,2
Santa Fe County,county,2021,all,2,14,2
Santa Fe County,county,2021,all,3,13,2
Santa Fe County,county,2021,all,4,14,2
Santa Fe County,county,2021,all,5,26,2
Santa Fe County,county,2021,all,6,58,2
Santa Fe County,county,2021,all,7,119,2
Santa Fe County,county,2021,all,8,167,2
Santa Fe County,county,2021,all,9,120,2
Santa Fe County,county,2021,all,10,126,2
Santa Fe County,county,2021,all,11,138,2
Santa Fe County,county,2021,all,12,174,2
Santa Fe County,county,2021,all,13,179,2
Santa Fe County,county,2021,all,14,182,2
Santa Fe County,county,2021,all,15,208,2
Santa Fe County,county,2021,all,16,230,2
Santa Fe County,county,2021,all,17,217,2
Santa Fe County,county,2021,all,18,131,2
Santa Fe County,county,2021,all,19,89,2
Santa Fe County,county,2021,all,20,79,2
Santa Fe County,county,2021,all,21,85,2
Santa Fe County,county,2021,all,22,46,2
Santa Fe County,county,2021,all,23,55,2
Santa Fe County,county,2021,alcohol,0,6,0
Santa Fe County,county,2021,alcohol,1,11,0
Santa Fe County,county,2021,alcohol,2,4,0
Santa Fe County,county,2021,alcohol,3,4,0
Santa Fe County,county,2021,alcohol,4,1,0
Santa Fe County,county,2021,alcohol,5,4,0
Santa Fe County,county,2021,alcohol,6,2,0
Santa Fe County,county,2021,alcohol,7,2,0
Santa Fe County,county,2021,alcohol,8,2,0
Santa Fe County,county,2021,alcohol,9,3,0
Santa Fe County,county,2021,alcohol,10,3,0
Santa Fe County,county,2021,alcohol,11,1,0
Santa Fe County,county,2021,alcohol,12,4,0
Santa Fe County,county,2021,alcohol,13,3,0
Santa Fe County,county,2021,alcohol,14,2,0
Santa Fe County,county,2021,alcohol,15,7,0
Santa Fe County,county,2021,alcohol,16,6,0
Santa Fe County,county,2021,alcohol,17,10,0
Santa Fe County,county,2021,alcohol,18,7,0
Santa Fe County,county,2021,alcohol,19,10,0
Santa Fe County,county,2021,alcohol,20,6,0
Santa Fe County,county,2021,alcohol,21,11,0
Santa Fe County,county,2021,alcohol,22,12,0
Santa Fe County,county,2021,alcohol,23,11,0
Santa Fe County,county,2021,injury_or_fatal,0,12,0
Santa Fe County,county,2021,injury_or_fatal,1,11,0
Santa Fe County,county,2021,injury_or_fatal,2,5,0
Santa Fe County,county,2021,injury_or_fatal,3,6,0
Santa Fe County,county,2021,injury_or_fatal,4,8,0
Santa Fe County,county,2021,injury_or_fatal,5,8,0
Santa Fe County,county,2021,injury_or_fatal,6,18,0
Santa Fe County,county,2021,injury_or_fatal,7,45,0
Santa Fe County,county,2021,injury_or_fatal,8,50,0
Santa Fe County,county,2021,injury_or_fatal,9,52,0
Santa Fe County,county,2021,injury_or_fatal,10,38,0
Santa Fe County,county,2021,injury_or_fatal,11,60,0
Santa Fe County,county,2021,injury_or_fatal,12,63,0
Santa Fe County,county,2021,injury_or_fatal,13,64,0
Santa Fe County,county,2021,injury_or_fatal,14,58,0
Santa Fe County,county,2021,injury_or_fatal,15,79,0
Santa Fe County,county,2021,injury_or_fatal,16,89,0
Santa Fe County,county,2021,injury_or_fatal,17,92,0
Santa Fe County,county,2021,injury_or_fatal,18,50,0
Santa Fe County,county,2021,injury_or_fatal,19,35,0
Santa Fe County,county,2021,injury_or_fatal,20,28,0
Santa Fe County,county,2021,injury_or_fatal,21,36,0
Santa Fe County,county,2021,injury_or_fatal,22,15,0
Santa Fe County,county,2021,injury_or_fatal,23,22,0
Santa Fe County,county,2021,vru,0,1,0
Santa Fe County,county,2021,vru,1,1,0
Santa Fe County,county,2021,vru,2,0,0
Santa Fe County,county,2021,vru,3,0,0
Santa Fe County,county,2021,vru,4,1,0
Santa Fe County,county,2021,vru,5,0,0
Santa Fe County,county,2021,vru,6,0,0
Santa Fe County,county,2021,vru,7,2,0
Santa Fe County,county,2021,vru,8,3,0
Santa Fe County,county,2021,vru,9,5,0
Santa Fe County,county,2021,vru,10,2,0
Santa Fe County,county,2021,vru,11,6,0
Santa Fe County,county,2021,vru,12,1,0
Santa Fe County,county,2021,vru,13,6,0
Santa Fe County,county,2021,vru,14,3,0
Santa Fe County,county,2021,vru,15,3,0
Santa Fe County,county,2021,vru,16,7,0
Santa Fe County,county,2021,vru,17,6,0
Santa Fe County,county,2021,vru,18,4,0
Santa Fe County,county,2021,vru,19,5,0
Santa Fe County,county,2021,vru,20,4,0
Santa Fe County,county,2021,vru,21,5,0
Santa Fe County,county,2021,vru,22,4,0
Santa Fe County,county,2021,vru,23,1,0
Santa Fe County,county,2021,dwi_arrests,0,53,37
Santa Fe County,county,2021,dwi_arrests,1,59,37
Santa Fe County,county,2021,dwi_arrests,2,42,37
Santa Fe County,county,2021,dwi_arrests,3,25,37
Santa Fe County,county,2021,dwi_arrests,4,15,37
Santa Fe County,county,2021,dwi_arrests,5,9,37
Santa Fe County,county,2021,dwi_arrests,6,10,37
Santa Fe County,county,2021,dwi_arrests,7,10,37
Santa Fe County,county,2021,dwi_arrests,8,7,37
Santa Fe County,county,2021,dwi_arrests,9,6,37
Santa Fe County,county,2021,dwi_arrests,10,5,37
Santa Fe County,county,2021,dwi_arrests,11,5,37
Santa Fe County,county,2021,dwi_arrests,12,9,37
Santa Fe County,county,2021,dwi_arrests,13,11,37
Santa Fe County,county,2021,dwi_arrests,14,16,37
Santa Fe County,county,2021,dwi_arrests,15,10,37
Santa Fe County,county,2021,dwi_arrests,16,23,37
Santa Fe County,county,2021,dwi_arrests,17,20,37
Santa Fe County,county,2021,dwi_arrests,18,31,37
Santa Fe County,county,2021,dwi_arrests,19,29,37
Santa Fe County,county,2021,dwi_arrests,20,44,37
Santa Fe County,county,2021,dwi_arrests,21,53,37
Santa Fe County,county,2021,dwi_arrests,22,58,37
Santa Fe County,county,2021,dwi_arrests,23,73,37
Los Alamos County,county,2016,all,0,1,1
Los Alamos County,county,2016,all,1,2,1
Los Alamos County,county,2016,all,2,0,1
Los Alamos County,county,2016,all,3,0,1
Los Alamos County,county,2016,all,4,0,1
Los Alamos County,county,2016,all,5,0,1
Los Alamos County,county,2016,all,6,4,1
Los Alamos County,county,2016,all,7,15,1
Los Alamos County,county,2016,all,8,10,1
Los Alamos County,county,2016,all,9,7,1
Los Alamos County,county,2016,all,10,9,1
Los Alamos County,county,2016,all,11,8,1
Los Alamos County,county,2016,all,12,5,1
Los Alamos County,county,2016,all,13,3,1
Los Alamos County,county,2016,all,14,7,1
Los Alamos County,county,2016,all,15,11,1
Los Alamos County,county,2016,all,16,9,1
Los Alamos County,county,2016,all,17,19,1
Los Alamos County,county,2016,all,18,8,1
Los Alamos County,county,2016,all,19,3,1
Los Alamos County,county,2016,all,20,1,1
Los Alamos County,county,2016,all,21,0,1
Los Alamos County,county,2016,all,22,1,1
Los Alamos County,county,2016,all,23,1,1
Los Alamos County,county,2016,alcohol,0,0,1
Los Alamos County,county,2016,alcohol,1,2,1
Los Alamos County,county,2016,alcohol,2,0,1
Los Alamos County,county,2016,alcohol,3,0,1
Los Alamos County,county,2016,alcohol,4,0,1
Los Alamos County,county,2016,alcohol,5,0,1
Los Alamos County,county,2016,alcohol,6,0,1
Los Alamos County,county,2016,alcohol,7,0,1
Los Alamos County,county,2016,alcohol,8,0,1
Los Alamos County,county,2016,alcohol,9,0,1
Los Alamos County,county,2016,alcohol,10,0,1
Los Alamos County,county,2016,alcohol,11,0,1
Los Alamos County,county,2016,alcohol,12,0,1
Los Alamos County,county,2016,alcohol,13,0,1
Los Alamos County,county,2016,alcohol,14,0,1
Los Alamos County,county,2016,alcohol,15,0,1
Los Alamos County,county,2016,alcohol,16,0,1
Los Alamos County,county,2016,alcohol,17,1,1
Los Alamos County,county,2016,alcohol,18,2,1
Los Alamos County,county,2016,alcohol,19,0,1
Los Alamos County,county,2016,alcohol,20,0,1
Los Alamos County,county,2016,alcohol,21,0,1
Los Alamos County,county,2016,alcohol,22,0,1
Los Alamos County,county,2016,alcohol,23,0,1
Los Alamos County,county,2016,injury_or_fatal,0,0,1
Los Alamos County,county,2016,injury_or_fatal,1,0,1
Los Alamos County,county,2016,injury_or_fatal,2,0,1
Los Alamos County,county,2016,injury_or_fatal,3,0,1
Los Alamos County,county,2016,injury_or_fatal,4,0,1
Los Alamos County,county,2016,injury_or_fatal,5,0,1
Los Alamos County,county,2016,injury_or_fatal,6,1,1
Los Alamos County,county,2016,injury_or_fatal,7,5,1
Los Alamos County,county,2016,injury_or_fatal,8,3,1
Los Alamos County,county,2016,injury_or_fatal,9,2,1
Los Alamos County,county,2016,injury_or_fatal,10,2,1
Los Alamos County,county,2016,injury_or_fatal,11,1,1
Los Alamos County,county,2016,injury_or_fatal,12,0,1
Los Alamos County,county,2016,injury_or_fatal,13,0,1
Los Alamos County,county,2016,injury_or_fatal,14,2,1
Los Alamos County,county,2016,injury_or_fatal,15,4,1
Los Alamos County,county,2016,injury_or_fatal,16,4,1
Los Alamos County,county,2016,injury_or_fatal,17,10,1
Los Alamos County,county,2016,injury_or_fatal,18,2,1
Los Alamos County,county,2016,injury_or_fatal,19,1,1
Los Alamos County,county,2016,injury_or_fatal,20,1,1
Los Alamos County,county,2016,injury_or_fatal,21,0,1
Los Alamos County,county,2016,injury_or_fatal,22,0,1
Los Alamos County,county,2016,injury_or_fatal,23,0,1
Los Alamos County,county,2016,vru,0,0,0
Los Alamos County,county,2016,vru,1,0,0
Los Alamos County,county,2016,vru,2,0,0
Los Alamos County,county,2016,vru,3,0,0
Los Alamos County,county,2016,vru,4,0,0
Los Alamos County,county,2016,vru,5,0,0
Los Alamos County,county,2016,vru,6,0,0
Los Alamos County,county,2016,vru,7,0,0
Los Alamos County,county,2016,vru,8,1,0
Los Alamos County,county,2016,vru,9,0,0
Los Alamos County,county,2016,vru,10,0,0
Los Alamos County,county,2016,vru,11,0,0
Los Alamos County,county,2016,vru,12,0,0
Los Alamos County,county,2016,vru,13,0,0
Los Alamos County,county,2016,vru,14,0,0
Los Alamos County,county,2016,vru,15,0,0
Los Alamos County,county,2016,vru,16,0,0
Los Alamos County,county,2016,vru,17,0,0
Los Alamos County,county,2016,vru,18,0,0
Los Alamos County,county,2016,vru,19,0,0
Los Alamos County,county,2016,vru,20,0,0
Los Alamos County,county,2016,vru,21,0,0
Los Alamos County,county,2016,vru,22,0,0
