year,hour,day,severity_kabco,lighting,alcohol,pedestrian,pedalcycle,county,city,street,lat,lon
2016,17,Thursday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Rodeo Rd,35.63887,-105.98619
2016,13,Friday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Nusbaum St,35.68798,-105.93538
2016,12,Monday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.64958,-106.00102
2016,8,Wednesday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Rodeo Rd,35.63881,-106.00832
2016,10,Wednesday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.64831,-106.00311
2016,16,Friday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Alamo Dr,35.69635,-105.95482
2016,11,Friday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Airport Rd,35.63699,-106.03557
2016,21,Tuesday,B,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.64958,-106.00102
2016,15,Thursday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Agua Fria,35.66821,-105.98845
2016,7,Monday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Calle Po' Ae Pi,35.64188,-106.03083
2016,10,Thursday,B,Daylight,0,1,0,Santa Fe,Santa Fe,St Michaels Dr,35.65939,-105.96723
2016,7,Tuesday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Siringo Rd,35.65213,-105.97034
2016,16,Wednesday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.66628,-105.97064
2016,10,Wednesday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Paseo De Peralta,35.68971,-105.93452
2016,19,Thursday,K,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,N. Guadalupe,35.68178,-105.9485
2016,16,Sunday,B,Daylight,1,1,0,Santa Fe,Santa Fe,St Frances Dr,35.67413,-105.95368
2016,13,Tuesday,C,Unknown or Not Reported,0,0,1,Santa Fe,Santa Fe,Don Gaspar Ave,35.68052,-105.94122
2016,12,Friday,C,Daylight,0,1,0,Santa Fe,Santa Fe,St Francis Dr  Us 84/285,35.69645,-105.95372
2016,14,Tuesday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Sawmill Rd,35.63859,-105.95858
2016,21,Wednesday,K,Dark-Not Lighted,1,1,0,Rio Arriba,San Jose,Us 84/285 Milepost 193,36.04492,-106.10628
2017,11,Tuesday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Saint Michaels Drive,35.65933,-105.95937
2017,3,Saturday,A,Dark-Lighted,1,1,0,Rio Arriba,Espanola,Fairview Ln,36.00803,-106.05903
2017,6,Wednesday,A,Daylight,1,1,0,Santa Fe,Tesuque Pueblo,Us 84/285 Frontage Road,35.80029,-105.9598
2017,17,Thursday,B,Daylight,0,0,1,Santa Fe,Santa Fe,West Frontage Rd,35.66793,-106.0218
2017,17,Wednesday,B,Dark-Not Lighted,1,0,1,Rio Arriba,Espanola,Riverside Dr,36.00522,-106.06466
2017,15,Monday,C,Daylight,0,1,0,Rio Arriba,Espanola,Vietnam Veterans Rd,35.99639,-106.08402
2017,8,Wednesday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Agua Fria Street,35.66007,-106.00521
2017,19,Saturday,A,Daylight,0,1,0,Santa Fe,El Valle De Arroyo Seco,Unknown,35.96001,-106.03877
2017,23,Friday,K,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Cerrillos Road,35.65736,-105.98768
2017,15,Monday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Rancho Viejo Blvd,35.59889,-106.03922
2017,15,Tuesday,C,Daylight,0,0,1,Santa Fe,Espanola,N Riverside Dr,36.00022,-106.06296
2017,15,Friday,B,Daylight,0,0,1,Rio Arriba,Espanola,129 N Riverside Dr,35.99183,-106.06813
2017,1,Monday,B,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Galisteo St,35.66569,-105.94753
2017,17,Monday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Siringo Rd,35.65211,-105.95845
2017,2,Sunday,C,Dark-Lighted,0,0,1,Santa Fe,Santa Fe,2900 Cerrillos Road,35.65547,-105.99138
2017,20,Tuesday,B,Dark-Not Lighted,0,1,0,Santa Fe,Santa Fe,Saint Francis Drive,35.65212,-105.95655
2017,20,Tuesday,C,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.67223,-105.96221
2017,9,Monday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Grant Ave,35.69215,-105.9396
2017,15,Saturday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.67223,-105.96221
2017,18,Wednesday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Rodeo Rd,35.63852,-106.0117
2017,11,Monday,B,Daylight,0,0,1,Santa Fe,Santa Fe,St Michaels Dr,35.65939,-105.96723
2017,20,Sunday,K,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.64438,-106.0093
2017,19,Wednesday,C,Dusk,0,0,1,Santa Fe,Santa Fe,Agua Fria,35.67816,-105.96854
2017,21,Friday,K,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.65591,-105.99055
2017,22,Friday,B,Dark-Not Lighted,0,1,0,Santa Fe,Santa Fe,Siringo Rd,35.65216,-105.97382
2017,6,Tuesday,B,Dark-Lighted,0,0,1,Santa Fe,Santa Fe,Guadalupe,35.69668,-105.95155
2017,18,Sunday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.64322,-106.01121
2017,15,Monday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Paseo De Peralta,35.69215,-105.94273
2017,12,Thursday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Cordova Rd,35.6753,-105.95132
2017,11,Friday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Palace Ave,35.68706,-105.93566
2017,10,Wednesday,C,Daylight,0,0,1,Santa Fe,Santa Fe,St Francis Dr  Us 84/285,35.67413,-105.95368
2017,14,Thursday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Airport,35.63629,-106.0407
2017,14,Monday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Osage Ave,35.66729,-105.97905
2017,16,Monday,C,Daylight,0,0,1,Santa Fe,Santa Fe,111 Washington Ave,35.68791,-105.93759
2017,19,Tuesday,A,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.65591,-105.99055
2017,22,Wednesday,B,Dark-Lighted,0,0,1,Santa Fe,Santa Fe,Siringo Rd,35.65143,-105.99079
2017,8,Thursday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Camino Alire,35.68321,-105.96547
2017,12,Sunday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Canyon Rd,35.68072,-105.9255
2017,13,Friday,C,Daylight,1,0,1,Santa Fe,Santa Fe,St Michaels Dr,35.65948,-105.9636
2017,15,Monday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Llano St,35.65329,-105.97072
2017,7,Thursday,C,Dark-Lighted,0,0,1,Santa Fe,Santa Fe,Rufina St,35.64616,-106.02321
2017,0,Wednesday,C,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Guadalupe St,35.68178,-105.9485
2017,21,Friday,A,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.6576,-105.98719
2017,12,Thursday,B,Daylight,1,1,0,Santa Fe,Santa Fe,Cerrillos Rd.,35.65591,-105.99055
2017,12,Tuesday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.655,-105.99217
2017,15,Tuesday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Vereda De Valencia,35.63814,-106.02718
2017,9,Wednesday,C,Daylight,0,0,1,Santa Fe,Santa Fe,St Frances Dr,35.67413,-105.95368
2017,10,Thursday,C,Daylight,0,1,0,Santa Fe,Santa Fe,1670 Upper Canyon Road,35.68592,-105.89575
2017,12,Friday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Airport Rd,35.63729,-106.03343
2017,22,Thursday,C,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Airport Rd,35.63918,-106.01932
2017,5,Friday,C,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.65591,-105.99055
2017,6,Tuesday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Camino Sierra Vista,35.67943,-105.95839
2017,18,Friday,K,Daylight,0,1,0,Santa Fe,Santa Fe,Paseo De Peralta,35.69215,-105.94273
2017,6,Saturday,B,Dark-Not Lighted,0,0,1,Santa Fe,Santa Fe,West Frontage Road,35.61002,-106.03561
2017,8,Thursday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Airport Rd,35.63637,-106.03997
2017,10,Friday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Richard Ave,35.65404,-106.00092
2017,12,Friday,B,Daylight,0,0,1,Santa Fe,Santa Fe,St Francis Dr  Us 84/285,35.67919,-105.95419
2017,21,Thursday,A,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,St Frances Dr,35.68157,-105.95465
2017,18,Wednesday,B,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Airport Rd,35.6336,-106.06075
2017,20,Friday,C,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Airport Rd,35.63789,-106.02907
2017,19,Tuesday,B,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.65951,-105.98333
2017,18,Wednesday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Siringo Rd,35.65143,-105.99079
2017,17,Sunday,B,Dark-Lighted,0,0,1,Santa Fe,Santa Fe,Osage Ave,35.66545,-105.97817
2017,20,Wednesday,B,Dark-Lighted,0,0,1,Santa Fe,Santa Fe,Zafarano Drive,35.64231,-106.01269
2017,17,Wednesday,A,Dark-Not Lighted,0,1,0,Santa Fe,Santa Fe,Calle Mejia,35.69649,-105.95416
2017,20,Friday,B,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Don Diego Ave,35.67867,-105.948
2017,0,Sunday,C,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Zafarano Drive,35.64231,-106.01269
2017,15,Wednesday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.63509,-106.01976
2017,17,Thursday,B,Daylight,0,0,1,Santa Fe,Santa Fe,St Michaels Dr,35.65948,-105.9636
2017,13,Friday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Zafarano Drive,35.64231,-106.01269
2017,16,Thursday,C,Daylight,0,0,1,Santa Fe,Santa Fe,St Michaels Dr,35.66033,-105.9755
2017,7,Friday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Mercer St,35.67919,-105.95419
2017,12,Friday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Pacheco St,35.65568,-105.95859
2017,15,Thursday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Paseo De Peralta,35.68158,-105.94613
2017,17,Monday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Guadalupe St,35.68178,-105.9485
2017,13,Saturday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Calle Del Cielo,35.65336,-105.99489
2017,16,Tuesday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.65336,-105.99489
2017,16,Friday,A,Daylight,0,0,1,Santa Fe,Santa Fe,W. Alameda,35.669,-106.00088
2017,13,Wednesday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.67918,-105.95096
2017,16,Wednesday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Jemez Rd,35.64321,-106.0361
2017,10,Friday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Siringo Rd,35.64862,-105.97757
2017,8,Friday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Baca St,35.67289,-105.96247
2017,2,Saturday,K,Dark-Not Lighted,1,1,0,Santa Fe,Cuyamungue,Us Ramp,35.84885,-105.99478
2017,15,Sunday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Diamond Dr,35.90007,-106.31599
2017,16,Thursday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Nm 502,35.88128,-106.30606
2017,15,Friday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Barranca Rd,35.902,-106.27939
2017,8,Tuesday,C,Daylight,0,1,0,Los Alamos,Los Alamos,Diamond Dr,35.88788,-106.31858
2017,17,Friday,B,Dusk,0,0,1,Los Alamos,Los Alamos,Trinity Dr,35.88299,-106.31875
2017,14,Friday,B,Daylight,0,0,1,Los Alamos,White Rock,Rover Blvd,35.81993,-106.20575
2017,11,Saturday,B,Daylight,0,0,1,Los Alamos,White Rock,Piedra Loop,35.81642,-106.21946
2017,14,Friday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Diamond Dr,35.90014,-106.30242
2018,18,Tuesday,B,Dark-Not Lighted,0,1,0,Santa Fe,Santa Fe,Highwy 14,35.59604,-106.04714
2019,18,Thursday,K,Dark-Not Lighted,1,1,0,Rio Arriba,Ohkay Owingeh,State Road 68,36.04238,-106.06195
2018,21,Friday,K,Dark-Not Lighted,1,1,0,Rio Arriba,Hernandez,Us Hwy 84/285,36.05146,-106.11374
2018,18,Wednesday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Agua Fria St.,35.65959,-106.00814
2018,12,Friday,A,Daylight,0,0,1,Santa Fe,Santa Fe,Hyde Park Road,35.72589,-105.89126
2018,21,Wednesday,K,Dark-Not Lighted,1,1,0,Rio Arriba,La Villita,State Rd 68,36.09627,-106.0444
2018,7,Friday,B,Daylight,0,1,0,Santa Fe,Nambe Pueblo,Nm 503,35.89844,-105.97909
2018,21,Monday,A,Dark-Not Lighted,1,1,0,Rio Arriba,Espanola,1702 N Riverside Dr,36.01682,-106.06439
2019,18,Friday,K,Dark-Not Lighted,0,1,0,Rio Arriba,Espanola,Fairview Ln,36.0054,-106.08022
2020,20,Sunday,K,Dark-Not Lighted,1,1,0,Rio Arriba,Espanola,N. Riverside Drive,36.01678,-106.06442
2019,20,Monday,C,Dark-Lighted,1,1,0,Rio Arriba,Espanola,N Riverside Dr,35.99652,-106.06513
2020,19,Tuesday,B,Dark-Lighted,1,1,0,Rio Arriba,Espanola,N. Riverside Drive,36.00207,-106.06317
2020,1,Wednesday,C,Dark-Not Lighted,0,0,1,Rio Arriba,Espanola,North Paseo De Onate,36.00814,-106.08783
2021,18,Monday,B,Dark-Lighted,0,1,0,Rio Arriba,Espanola,North Riverside Drive,36.00207,-106.06317
2021,19,Saturday,A,Dark-Lighted,1,1,0,Santa Fe,Espanola,N Riverside Drive,36.00023,-106.06296
2019,12,Friday,C,Daylight,0,0,1,Santa Fe,Rio En Medio,Nm 592,35.82624,-105.90541
2019,12,Friday,B,Daylight,0,1,0,Santa Fe,La Cienega,Paseo Real,35.5756,-106.11254
2020,14,Saturday,B,Daylight,0,0,1,Santa Fe,,Richards,35.58907,-105.99778
2019,4,Sunday,A,Dark-Not Lighted,0,1,0,Santa Fe,El Valle De Arroyo Seco,Us 84 - 285,35.96094,-106.02735
2019,20,Tuesday,B,Dark-Lighted,0,1,0,Santa Fe,,84-285 Frontage Road,35.85592,-105.99752
2019,19,Saturday,B,Dark-Lighted,1,0,1,Santa Fe,Cuyamungue,Us 84/285,35.84871,-105.99472
2018,16,Friday,B,Daylight,0,1,0,Santa Fe,,Caja Del Rio,35.68932,-106.07159
2018,19,Friday,A,Dark-Not Lighted,0,1,0,Santa Fe,,Nm State Road 14,35.56323,-106.05368
2018,17,Tuesday,A,Daylight,1,1,0,Santa Fe,San Ildefonso Pueblo,24 Cities Of Gold Rd - Kokomans,35.88681,-106.10743
2022,22,Wednesday,B,Dark-Not Lighted,1,1,0,Rio Arriba,Alcalde,Cr 40,36.08626,-106.05742
2018,14,Sunday,C,Daylight,0,0,1,Santa Fe,Espanola,State Road 76,35.98783,-106.04175
2019,14,Tuesday,B,Daylight,0,1,0,Rio Arriba,Espanola,Fairview Ln,36.00815,-106.06507
2019,14,Sunday,B,Daylight,0,1,0,Santa Fe,Espanola,Riverside Dr Sw,36.00023,-106.06296
2020,19,Sunday,C,Daylight,0,1,0,Santa Fe,Jaconita,County Road 84,35.88696,-106.07098
2020,19,Saturday,A,Dusk,0,1,0,Santa Fe,La Cienega,32B Camino Colores,35.59151,-106.08286
2020,9,Saturday,B,Daylight,0,0,1,Santa Fe,San Ildefonso Pueblo,State Road 30,35.90517,-106.13124
2020,14,Sunday,K,Daylight,0,1,0,Santa Fe,Santa Fe,Tesuque Village Road,35.7602,-105.93323
2021,18,Friday,B,Dark-Not Lighted,1,1,0,Santa Fe,Agua Fria,West Alameda St.,35.66901,-106.00886
2021,16,Wednesday,B,Daylight,0,0,1,Santa Fe,,Interstate 25 East Frontage Road,35.58557,-106.06898
2021,9,Saturday,A,Daylight,0,0,1,Santa Fe,El Valle De Arroyo Seco,Highway 84/285 E Frontage Road,35.94858,-106.02052
2021,1,Thursday,A,Dark-Not Lighted,0,1,0,Santa Fe,,Us 84/285,35.87273,-106.00593
2022,13,Sunday,C,Daylight,0,1,0,Santa Fe,Pojoaque,W Gutierrez Street,35.88244,-106.01096
2021,11,Sunday,B,Daylight,0,0,1,Rio Arriba,Espanola,819 N Riverside Drive,36.00226,-106.06324
2021,18,Sunday,A,Dark-Not Lighted,0,1,0,Rio Arriba,Espanola,1505 Paseo De Onate,36.01265,-106.08893
2021,17,Tuesday,A,Daylight,0,1,0,Santa Fe,Espanola,Canada Court,36.00011,-106.03944
2021,9,Monday,K,Daylight,0,1,0,Rio Arriba,Espanola,El Llano,36.00365,-106.04069
2022,7,Sunday,A,Daylight,0,1,0,Santa Fe,Espanola,N Riverside Drive,35.99775,-106.06411
2022,19,Tuesday,A,Dark-Not Lighted,0,1,0,Santa Fe,Espanola,State Road 76,35.99047,-106.05108
2022,20,Sunday,A,Dark-Lighted,0,1,0,Rio Arriba,Espanola,N Riverside Dr,36.01678,-106.06443
2022,13,Friday,C,Daylight,0,1,0,Rio Arriba,Espanola,North Riverside Drive,36.01584,-106.06446
2022,21,Thursday,A,Dark-Not Lighted,0,1,0,Santa Fe,Agua Fria,Agua Fria Rd,35.66082,-106.00285
2019,0,Wednesday,K,Dark-Lighted,1,1,0,Rio Arriba,Espanola,209 N Riverside Dr.,35.99297,-106.06804
2020,8,Monday,K,Daylight,1,1,0,Santa Fe,,I-25,35.58377,-106.07172
2018,16,Sunday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Nm 599,35.59109,-106.06276
2018,14,Monday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Off Road,35.64914,-106.00175
2018,22,Monday,B,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.67496,-105.95812
2018,21,Monday,B,Dark-Lighted,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.67223,-105.96221
2019,1,Friday,B,Dark-Lighted,1,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.67349,-105.96037
2018,21,Sunday,C,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,St Francis Drive,35.67621,-105.9536
2018,17,Friday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.68022,-105.94843
2018,18,Saturday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Walnut St,35.64767,-106.04468
2018,17,Sunday,A,Daylight,1,1,0,Santa Fe,Santa Fe,St Frances Dr,35.65837,-105.95744
2018,20,Wednesday,B,Dark-Not Lighted,1,1,0,Santa Fe,Santa Fe,Guadalupe St,35.68029,-105.94846
2018,7,Tuesday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Siringo Rd,35.65216,-105.97382
2019,16,Thursday,B,Daylight,0,0,1,Santa Fe,Santa Fe,St. Michaels Drive,35.65948,-105.9636
2020,22,Sunday,A,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Lincoln Ave,35.68785,-105.93884
2019,18,Friday,C,Dark-Not Lighted,0,1,0,Santa Fe,Santa Fe,3900 Paseo Del Sol,35.63585,-106.04403
2018,19,Friday,A,Daylight,0,1,0,Santa Fe,Santa Fe,Yucatan St,35.63256,-106.00574
2018,20,Sunday,B,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Old Pecos Trail,35.65127,-105.93627
2019,7,Wednesday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Cordova Rd,35.67225,-105.949
2018,19,Wednesday,C,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Monterey Dr,35.67185,-105.96277
2018,18,Tuesday,C,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Old Pecos Trail,35.65452,-105.9387
2018,16,Thursday,C,Daylight,0,0,1,Santa Fe,Santa Fe,St Francis Dr  Us 84/285,35.66555,-105.95621
2019,11,Saturday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.68158,-105.94611
2018,20,Saturday,K,Dark-Lighted,1,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.64438,-106.0093
2018,21,Sunday,B,Dark-Lighted,0,0,1,Santa Fe,Santa Fe,Palace Ave,35.68684,-105.93477
2018,18,Thursday,K,Dark-Lighted,1,0,1,Santa Fe,Santa Fe,Cerrillos Rd,35.65951,-105.98333
2019,7,Saturday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Richards Ave,35.64958,-106.00102
2018,14,Monday,C,Daylight,0,1,0,Santa Fe,Santa Fe,Alta Vista St,35.66903,-105.94625
2018,17,Wednesday,B,Dark-Lighted,0,0,1,Santa Fe,Santa Fe,Don Diego Ave,35.67332,-105.94847
2018,17,Thursday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Airport Rd,35.63918,-106.01932
2018,15,Wednesday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Galisteo St,35.68111,-105.94316
2018,17,Monday,C,Daylight,1,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.65591,-105.99055
2018,17,Sunday,K,Daylight,0,1,0,Santa Fe,Santa Fe,Paseo De Peralta,35.68178,-105.9485
2018,19,Thursday,B,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Cordova Dr,35.67413,-105.95368
2018,17,Saturday,K,Daylight,0,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.65807,-105.98622
2018,20,Wednesday,B,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Cerrillos Rd,35.63509,-106.01976
2018,18,Friday,B,Daylight,0,1,0,Santa Fe,Santa Fe,St Michaels Dr,35.65948,-105.96168
2019,12,Friday,B,Daylight,0,1,0,Santa Fe,Santa Fe,St Michaels Dr,35.66138,-105.97646
2018,13,Wednesday,B,Daylight,0,1,0,Rio Arriba,San Jose,Us Hwy 84/285,36.02741,-106.09276
2018,15,Tuesday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Llano St,35.66294,-105.97622
2020,17,Saturday,B,Daylight,0,0,1,Rio Arriba,Espanola,Paso De Dios,35.98585,-106.06284
2018,17,Thursday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Central Ave,35.88127,-106.2936
2018,17,Thursday,B,Daylight,0,1,0,Los Alamos,Los Alamos,Nm 502,35.88171,-106.28628
2018,16,Wednesday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Nm 501,35.88299,-106.31875
2021,20,Tuesday,C,Dark-Lighted,0,0,1,Los Alamos,Los Alamos,Trinity Dr,35.88297,-106.31871
2021,13,Wednesday,A,Daylight,0,0,1,Los Alamos,Los Alamos,35Th St,35.90006,-106.31598
2021,11,Friday,B,Daylight,0,1,0,Los Alamos,Los Alamos,East Dr,35.88131,-106.28132
2021,18,Monday,K,Daylight,0,1,0,Los Alamos,Los Alamos,Piedra Loop,35.81638,-106.22209
2019,7,Thursday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Nm 501,35.8873,-106.31831
2020,7,Friday,C,Daylight,0,0,1,Los Alamos,Los Alamos,Nm 502,35.87729,-106.26274
2019,17,Tuesday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Sandia Dr,35.88787,-106.31858
2019,16,Sunday,K,Daylight,0,1,0,Los Alamos,White Rock,Ridgecrest Ave,35.8211,-106.1931
2020,7,Friday,C,Daylight,0,0,1,Los Alamos,,Nmsr4,35.83421,-106.36091
2019,18,Wednesday,C,Dusk,0,0,1,Los Alamos,Los Alamos,Central Ave,35.88143,-106.30176
2021,7,Tuesday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Canyon Rd,35.88324,-106.30748
2022,17,Tuesday,B,Daylight,0,0,1,Los Alamos,Los Alamos,El Rayo,35.90361,-106.29049
2022,11,Wednesday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Trinity Dr,35.88273,-106.31104
2022,13,Tuesday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Trinity Dr,35.88288,-106.31499
2021,11,Monday,B,Daylight,0,0,1,Los Alamos,,Westbound State Hwy 4,35.8182,-106.30837
2022,17,Wednesday,C,Daylight,0,0,1,Los Alamos,Los Alamos,Trinity Dr,35.88191,-106.30775
2022,7,Tuesday,C,Daylight,0,1,0,Los Alamos,Los Alamos,Arkansas Ave,35.89931,-106.31881
2022,10,Monday,A,Daylight,0,0,1,Los Alamos,,Nm Highway 4,35.82369,-106.31589
2022,17,Thursday,B,Daylight,0,0,1,Los Alamos,Los Alamos,Trinity Dr,35.88235,-106.32368
2019,14,Friday,A,Daylight,0,1,0,Rio Arriba,,Nm 96,36.23441,-106.49253
2020,8,Wednesday,A,Daylight,0,0,1,Rio Arriba,Chimayo,Nm 76,36.00338,-105.94031
2020,7,Monday,C,Daylight,0,1,0,Rio Arriba,Chimayo,Nm Highway 76,36.00385,-105.96753
2022,7,Wednesday,A,Daylight,1,1,0,Rio Arriba,Chili,Us Highway 84,36.08702,-106.13266
2018,16,Monday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Rufina Cr,35.64263,-106.03811
2019,19,Wednesday,B,Daylight,1,0,1,Santa Fe,Santa Fe,1600 Saint Michael'S Driv,35.66033,-105.9755
2019,17,Thursday,A,Dusk,0,0,1,Santa Fe,Santa Fe,Hickox St,35.68085,-105.96015
2020,18,Monday,B,Dark-Not Lighted,1,1,0,Santa Fe,Santa Fe,Hickox St,35.68149,-105.95666
2018,9,Monday,C,Dawn,0,1,0,Santa Fe,Santa Fe,Don Gaspar Ave,35.68446,-105.94037
2019,17,Monday,B,Dusk,0,0,1,Santa Fe,Santa Fe,4265 Entrada Sonata,35.62917,-106.00379
2019,18,Thursday,B,Daylight,0,0,1,Santa Fe,Santa Fe,Paseo De Peralta,35.6844,-105.93399
2019,10,Saturday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Airport Rd,35.63699,-106.03557
2018,13,Wednesday,K,Daylight,0,1,0,Santa Fe,Santa Fe,St Michaels Dr,35.65952,-105.9738
2018,2,Thursday,B,Dark-Lighted,0,1,0,Santa Fe,Santa Fe,Cerrillos Road,35.64438,-106.0093
2018,14,Tuesday,C,Daylight,0,1,0,Santa Fe,Santa Fe,301 Griffin St.,35.69121,-105.94182
2018,12,Tuesday,C,Daylight,0,0,1,Santa Fe,Santa Fe,Airport Rd,35.63918,-106.01932
2018,13,Wednesday,B,Daylight,0,1,0,Santa Fe,Santa Fe,Alameda St,35.67501,-105.98599
2019,18,Friday,A,Dark-Not Lighted,0,1,0,Santa Fe,Santa Fe,Paseo De Peralta,35.68111,-105.94316
2019,13,Sunday,C,Daylight,0,1,0,Santa Fe,Santa Fe,E Alameda St,35.68441,-105.93393
2019,21,Thursday,B,Dark-Not Lighted,0,0,1,Santa Fe,Santa Fe,Us 84,35.67418,-105.95367
